t,ax,ay,az,gx,gy,gz
15.15639,-400,318,-24,-3,7,1
15.15641,-405,317,-27,-3,7,1
15.15642,-405,317,-27,-3,7,1
15.15643,-405,317,-27,-3,7,1
15.15650,-406,320,-32,-3,7,1
15.15656,-406,320,-32,-3,7,1
15.15656,-408,321,-32,-3,7,1
15.15657,-408,321,-32,-3,7,1
15.21001,-400,321,-23,-3,7,1
15.21006,-403,319,-23,-3,7,1
15.21019,-403,319,-23,-3,7,1
15.21022,-403,319,-23,-3,7,1
15.21028,-404,319,-23,-3,7,1
15.21030,-404,319,-23,-3,7,1
15.21038,-410,318,-28,-3,7,1
15.21046,-410,318,-28,-3,7,1
15.21052,-410,318,-28,-3,7,1
15.21058,-411,317,-31,-3,7,1
15.21060,-411,317,-31,-3,7,1
15.21062,-406,319,-29,-3,7,1
15.21068,-406,319,-29,-3,7,1
15.21074,-406,319,-29,-3,7,1
15.21076,-404,320,-29,-3,7,1
15.21086,-404,320,-29,-3,7,1
15.26600,-401,321,-27,-3,7,1
15.26604,-401,321,-27,-3,7,1
15.26614,-402,318,-26,-3,7,1
15.26617,-402,318,-26,-3,7,1
15.26619,-397,320,-23,-3,7,1
15.26620,-397,320,-23,-3,7,1
15.26621,-397,320,-23,-3,7,1
15.26623,-398,322,-24,-3,7,1
15.26629,-398,322,-24,-3,7,1
15.26636,-405,319,-28,-3,7,1
15.26638,-405,319,-28,-3,7,1
15.26642,-405,319,-28,-3,7,1
15.26645,-402,319,-29,-3,7,1
15.26646,-402,319,-29,-3,7,1
15.26648,-401,319,-30,-3,7,1
15.26650,-401,319,-30,-3,7,1
15.31817,-404,318,-24,-3,7,1
15.31827,-403,319,-27,-3,7,1
15.31830,-403,319,-27,-3,7,1
15.31832,-410,318,-29,-3,7,1
15.31840,-410,318,-29,-3,7,1
15.31844,-410,318,-29,-3,7,1
15.31849,-411,317,-31,-3,7,1
15.31863,-411,317,-31,-3,7,1
15.31869,-403,321,-28,-3,7,1
15.31882,-403,321,-28,-3,7,1
15.31893,-403,321,-28,-3,7,1
15.31900,-398,322,-27,-3,7,1
15.31904,-398,322,-27,-3,7,1
15.31910,-400,320,-27,-3,7,1
15.31914,-400,320,-27,-3,7,1
15.31916,-400,320,-27,-3,7,1
15.37248,-406,320,-28,-3,7,1
15.37253,-402,322,-26,-3,7,1
15.37260,-402,322,-26,-3,7,1
15.37264,-402,322,-26,-3,7,1
15.37268,-400,323,-26,-3,7,1
15.37277,-400,323,-26,-3,7,1
15.37281,-402,322,-26,-3,7,1
15.37283,-402,322,-26,-3,7,1
15.37287,-402,322,-26,-3,7,1
15.37295,-402,319,-27,-3,7,1
15.37300,-402,319,-27,-3,7,1
15.37305,-401,319,-29,-3,7,1
15.37307,-401,319,-29,-3,7,1
15.37310,-403,319,-30,-3,7,1
15.37334,-403,319,-30,-3,7,1
15.37339,-406,318,-32,-3,7,1
15.42666,-400,319,-24,-3,7,1
15.42671,-406,318,-24,-3,7,1
15.42809,-406,318,-24,-3,7,1
15.42812,-406,318,-24,-3,7,1
15.43012,-410,318,-28,-3,7,1
15.43015,-410,318,-28,-3,7,1
15.43016,-407,319,-29,-3,7,1
15.43048,-407,319,-29,-3,7,1
15.43050,-407,319,-29,-3,7,1
15.43051,-404,320,-27,-3,7,1
15.43052,-404,320,-27,-3,7,1
15.43054,-402,320,-26,-3,7,1
15.43055,-402,320,-26,-3,7,1
15.43056,-402,320,-26,-3,7,1
15.43058,-400,322,-23,-3,7,1
15.43059,-400,322,-23,-3,7,1
15.48361,-402,319,-29,-3,7,1
15.48364,-402,319,-29,-3,7,1
15.48369,-403,319,-25,-3,7,1
15.48370,-403,319,-25,-3,7,1
15.48370,-398,321,-24,-3,7,1
15.48371,-397,321,-25,-3,7,1
15.48376,-397,321,-25,-3,7,1
15.48377,-402,319,-28,-3,7,1
15.48377,-402,319,-28,-3,7,1
15.48378,-402,319,-28,-3,7,1
15.48379,-405,320,-31,-3,7,1
15.48382,-405,320,-31,-3,7,1
15.48382,-406,321,-32,-3,7,1
15.48383,-406,321,-32,-3,7,1
15.48388,-406,321,-32,-3,7,1
15.48388,-410,321,-32,-3,7,1
15.53893,-407,319,-29,-3,7,1
15.53896,-407,319,-29,-3,7,1
15.53896,-407,319,-29,-3,7,1
15.53896,-407,319,-29,-3,7,1
15.53897,-407,319,-29,-3,7,1
15.53904,-403,319,-26,-3,7,1
15.53915,-403,319,-26,-3,7,1
15.53916,-399,320,-24,-3,7,1
15.53916,-399,320,-24,-3,7,1
15.53925,-399,320,-24,-3,7,1
15.53925,-400,319,-24,-3,7,1
15.53928,-400,319,-24,-3,7,1
15.53928,-400,319,-25,-3,7,1
15.53928,-400,319,-25,-3,7,1
15.53934,-400,319,-25,-3,7,1
15.53935,-399,320,-26,-3,7,1
15.59219,-399,320,-23,-3,7,1
15.59222,-399,320,-23,-3,7,1
15.59222,-400,320,-25,-3,7,1
15.59223,-400,320,-25,-3,7,1
15.59230,-403,319,-28,-3,7,1
15.59231,-403,319,-28,-3,7,1
15.59232,-403,319,-28,-3,7,1
15.59233,-405,320,-31,-3,7,1
15.59243,-405,320,-31,-3,7,1
15.59247,-407,321,-32,-3,7,1
15.59248,-407,321,-32,-3,7,1
15.59248,-407,321,-32,-3,7,1
15.59248,-410,320,-29,-3,7,1
15.59249,-410,320,-29,-3,7,1
15.59256,-408,319,-26,-3,7,1
15.59256,-408,319,-26,-3,7,1
15.64729,-404,321,-30,-3,7,1
15.64730,-406,320,-29,-3,7,1
15.64731,-406,320,-29,-3,7,1
15.64731,-406,320,-29,-3,7,1
15.64732,-407,318,-29,-3,7,1
15.64739,-407,318,-29,-3,7,1
15.64740,-405,320,-28,-3,7,1
15.64744,-405,320,-28,-3,7,1
15.64754,-405,320,-28,-3,7,1
15.64755,-401,321,-24,-3,7,1
15.64755,-401,321,-24,-3,7,1
15.64755,-400,320,-23,-3,7,1
15.64764,-400,320,-23,-3,7,1
15.64764,-400,320,-23,-3,7,1
15.64764,-399,319,-26,-3,7,1
15.64768,-399,319,-26,-3,7,1
15.69969,-401,320,-23,-3,7,1
15.69972,-401,320,-23,-3,7,1
15.69972,-399,320,-23,-3,7,1
15.69973,-399,320,-23,-3,7,1
15.69973,-401,319,-25,-3,7,1
15.69981,-401,319,-25,-3,7,1
15.69982,-401,319,-25,-3,7,1
15.69983,-406,319,-29,-3,7,1
15.69984,-406,319,-29,-3,7,1
15.69984,-407,319,-32,-3,7,1
15.69997,-407,319,-32,-3,7,1
15.69998,-407,319,-32,-3,7,1
15.69998,-406,319,-31,-3,7,1
15.69998,-406,319,-31,-3,7,1
15.70006,-406,318,-28,-3,7,1
15.70007,-406,318,-28,-3,7,1
15.75375,-406,321,-32,-3,7,1
15.75377,-406,321,-32,-3,7,1
15.75377,-408,321,-33,-3,7,1
15.75378,-408,321,-33,-3,7,1
15.75378,-408,321,-33,-3,7,1
15.75386,-406,322,-33,-3,7,1
15.75388,-406,322,-33,-3,7,1
15.75388,-402,322,-30,-3,7,1
15.75389,-402,322,-30,-3,7,1
15.75403,-402,322,-30,-3,7,1
15.75403,-401,322,-25,-3,7,1
15.75403,-401,322,-25,-3,7,1
15.75404,-401,321,-22,-3,7,1
15.75405,-401,321,-22,-3,7,1
15.75409,-401,321,-22,-3,7,1
15.75409,-399,320,-24,-3,7,1
15.80886,-399,321,-26,-3,7,1
15.80895,-399,321,-26,-3,7,1
15.80908,-403,320,-27,-3,7,1
15.80927,-403,320,-27,-3,7,1
15.80942,-403,320,-27,-3,7,1
15.80949,-400,321,-28,-3,7,1
15.80956,-400,321,-28,-3,7,1
15.80968,-399,322,-29,-3,7,1
15.80972,-399,322,-29,-3,7,1
15.80975,-399,322,-29,-3,7,1
15.80984,-407,318,-30,-3,7,1
15.81004,-407,318,-30,-3,7,1
15.81010,-408,317,-30,-3,7,1
15.81016,-408,317,-30,-3,7,1
15.81017,-408,317,-30,-3,7,1
15.81022,-403,320,-29,-3,7,1
15.86443,-412,318,-33,-3,7,1
15.86447,-412,318,-33,-3,7,1
15.86456,-412,318,-33,-3,7,1
15.86458,-408,320,-33,-3,7,1
15.86464,-408,320,-33,-3,7,1
15.86467,-401,322,-29,-3,7,1
15.86469,-401,322,-29,-3,7,1
15.86470,-401,322,-29,-3,7,1
15.86475,-400,321,-24,-3,7,1
15.86480,-400,321,-24,-3,7,1
15.86483,-399,321,-21,-3,7,1
15.86490,-399,321,-21,-3,7,1
15.86494,-399,321,-21,-3,7,1
15.86495,-398,321,-21,-3,7,1
15.86497,-398,321,-21,-3,7,1
15.86505,-401,318,-26,-3,7,1
15.91928,-395,321,-23,-3,7,1
15.91934,-395,321,-23,-3,7,1
15.91948,-401,319,-25,-3,7,1
15.91951,-401,319,-25,-3,7,1
15.91953,-401,319,-25,-3,7,1
15.91955,-406,317,-29,-3,7,1
15.91956,-406,317,-29,-3,7,1
15.91965,-404,320,-30,-3,7,1
15.91968,-404,320,-30,-3,7,1
15.91975,-404,320,-30,-3,7,1
15.91978,-405,321,-30,-3,7,1
15.91983,-405,321,-30,-3,7,1
15.91991,-406,319,-29,-3,7,1
15.91996,-406,319,-29,-3,7,1
15.92002,-406,319,-29,-3,7,1
15.92008,-404,319,-26,-3,7,1
15.97261,-406,320,-31,-3,7,1
15.97268,-406,320,-31,-3,7,1
15.97274,-406,320,-31,-3,7,1
15.97281,-400,320,-27,-3,7,1
15.97282,-400,320,-27,-3,7,1
15.97283,-400,319,-24,-3,7,1
15.97285,-400,319,-24,-3,7,1
15.97286,-400,319,-24,-3,7,1
15.97291,-403,320,-25,-3,7,1
15.97292,-403,320,-25,-3,7,1
15.97296,-399,321,-27,-3,7,1
15.97297,-399,321,-27,-3,7,1
15.97299,-399,321,-27,-3,7,1
15.97302,-398,320,-30,-3,7,1
15.97303,-398,320,-30,-3,7,1
15.97304,-404,318,-29,-3,7,1
16.02704,-401,321,-24,-3,7,1
16.02727,-398,322,-23,-3,7,1
16.02744,-398,322,-23,-3,7,1
16.02751,-398,322,-23,-3,7,1
16.02777,-396,322,-26,-3,7,1
16.02781,-396,322,-26,-3,7,1
16.02789,-405,319,-31,-3,7,1
16.02791,-405,319,-31,-3,7,1
16.02793,-405,319,-31,-3,7,1
16.02794,-408,318,-34,-3,7,1
16.02795,-408,318,-34,-3,7,1
16.02796,-404,319,-31,-3,7,1
16.02800,-404,319,-31,-3,7,1
16.02809,-404,319,-31,-3,7,1
16.02813,-409,318,-26,-3,7,1
16.02817,-409,318,-26,-3,7,1
16.08313,-409,320,-34,-3,7,1
16.08318,-409,320,-34,-3,7,1
16.08325,-409,320,-34,-3,7,1
16.08328,-406,319,-30,-3,7,1
16.08340,-406,319,-30,-3,7,1
16.08346,-402,320,-26,-3,7,1
16.08355,-402,320,-26,-3,7,1
16.08358,-402,320,-26,-3,7,1
16.08360,-400,320,-25,-3,7,1
16.08363,-400,320,-25,-3,7,1
16.08366,-399,320,-26,-3,7,1
16.08369,-399,320,-26,-3,7,1
16.08376,-399,320,-26,-3,7,1
16.08380,-400,321,-26,-3,7,1
16.08382,-400,321,-26,-3,7,1
16.08384,-402,320,-27,-3,7,1
16.13773,-400,320,-31,-3,7,1
16.13782,-404,319,-31,-3,7,1
16.13785,-404,319,-31,-3,7,1
16.13796,-404,319,-31,-3,7,1
16.13798,-408,320,-33,-3,7,1
16.13802,-408,320,-33,-3,7,1
16.13804,-408,321,-32,-3,7,1
16.13807,-408,321,-32,-3,7,1
16.13810,-408,321,-32,-3,7,1
16.13812,-406,319,-29,-3,7,1
16.13815,-406,319,-29,-3,7,1
16.13819,-402,319,-26,-3,7,1
16.13822,-402,319,-26,-3,7,1
16.13823,-402,319,-26,-3,7,1
16.13827,-399,320,-23,-3,7,1
16.13828,-399,320,-23,-3,7,1
16.19328,-401,320,-24,-3,7,1
16.19361,-401,320,-24,-3,7,1
16.19378,-401,320,-24,-3,7,1
16.19380,-401,319,-25,-3,7,1
16.19381,-401,319,-25,-3,7,1
16.19382,-401,319,-27,-3,7,1
16.19384,-401,319,-27,-3,7,1
16.19384,-401,319,-27,-3,7,1
16.19386,-401,321,-28,-3,7,1
16.19387,-401,321,-28,-3,7,1
16.19388,-403,321,-28,-3,7,1
16.19390,-403,321,-28,-3,7,1
16.19391,-403,321,-28,-3,7,1
16.19395,-405,319,-29,-3,7,1
16.19396,-405,319,-29,-3,7,1
16.19397,-402,319,-29,-3,7,1
16.24450,-404,320,-31,-3,7,1
16.24454,-404,320,-31,-3,7,1
16.24464,-407,320,-33,-3,7,1
16.24466,-407,320,-33,-3,7,1
16.24468,-407,320,-33,-3,7,1
16.24469,-406,320,-31,-3,7,1
16.24469,-406,320,-31,-3,7,1
16.24473,-406,321,-27,-3,7,1
16.24478,-406,321,-27,-3,7,1
16.24482,-406,321,-27,-3,7,1
16.24485,-402,321,-25,-3,7,1
16.24488,-402,321,-25,-3,7,1
16.24489,-398,321,-24,-3,7,1
16.24490,-398,321,-24,-3,7,1
16.24493,-398,321,-24,-3,7,1
16.24496,-399,322,-23,-3,7,1
16.29569,-452,269,-324,-3,7,1
16.29574,-452,269,-324,-3,7,1
16.29575,-452,269,-324,-3,7,1
16.29576,-481,246,-259,-3,7,1
16.29585,-481,246,-259,-3,7,1
16.29586,-412,292,-172,-3,7,1
16.29590,-412,292,-172,-3,7,1
16.29595,-412,292,-172,-3,7,1
16.29597,-379,315,-155,-3,7,1
16.29599,-379,315,-155,-3,7,1
16.29601,-385,292,-178,-3,7,1
16.29602,-385,292,-178,-3,7,1
16.29603,-385,292,-178,-3,7,1
16.29603,-379,297,-125,-3,7,1
16.29607,-379,297,-125,-3,7,1
16.29609,-403,318,-60,-3,7,1
16.34670,-372,316,-49,-3,7,1
16.34675,-337,346,7,-3,7,1
16.34686,-337,346,7,-3,7,1
16.34688,-337,346,7,-3,7,1
16.34689,-432,297,-53,-3,7,1
16.34690,-432,297,-53,-3,7,1
16.34693,-462,266,-145,-3,7,1
16.34694,-462,266,-145,-3,7,1
16.34700,-462,266,-145,-3,7,1
16.34710,-371,296,-186,-3,7,1
16.34711,-371,296,-186,-3,7,1
16.34712,-383,287,-232,-3,7,1
16.34715,-383,287,-232,-3,7,1
16.34719,-383,287,-232,-3,7,1
16.34721,-502,248,-289,-3,7,1
16.34724,-502,248,-289,-3,7,1
16.40058,-463,296,28,-3,7,1
16.40064,-463,296,28,-3,7,1
16.40082,-437,307,8,-3,7,1
16.40088,-437,307,8,-3,7,1
16.40094,-378,330,24,-3,7,1
16.40101,-378,330,24,-3,7,1
16.40103,-378,330,24,-3,7,1
16.40109,-386,323,38,-3,7,1
16.40113,-386,323,38,-3,7,1
16.40114,-422,334,11,-3,7,1
16.40116,-422,334,11,-3,7,1
16.40118,-422,334,11,-3,7,1
16.40120,-416,334,2,-3,7,1
16.40126,-416,334,2,-3,7,1
16.40128,-361,349,74,-3,7,1
16.40131,-361,349,74,-3,7,1
16.45482,-421,305,-40,-3,7,1
16.45491,-421,305,-40,-3,7,1
16.45493,-416,330,-20,-3,7,1
16.45502,-416,330,-20,-3,7,1
16.45506,-374,345,-61,-3,7,1
16.45508,-374,345,-61,-3,7,1
16.45510,-374,345,-61,-3,7,1
16.45511,-359,332,-117,-3,7,1
16.45515,-359,332,-117,-3,7,1
16.45520,-419,302,-72,-3,7,1
16.45525,-419,302,-72,-3,7,1
16.45526,-419,302,-72,-3,7,1
16.45528,-432,296,67,-3,7,1
16.45529,-432,296,67,-3,7,1
16.45530,-396,326,135,-3,7,1
16.45531,-396,326,135,-3,7,1
16.50925,-419,306,-75,-3,7,1
16.50940,-419,306,-75,-3,7,1
16.50949,-384,317,-208,-3,7,1
16.50953,-384,317,-208,-3,7,1
16.50971,-361,333,-223,-3,7,1
16.50981,-361,333,-223,-3,7,1
16.50987,-406,314,-99,-3,7,1
16.50991,-406,314,-99,-3,7,1
16.51004,-440,310,74,-3,7,1
16.51010,-440,310,74,-3,7,1
16.51018,-440,310,74,-3,7,1
16.51070,-404,332,185,-3,7,1
16.51073,-404,332,185,-3,7,1
16.51075,-411,316,167,-3,7,1
16.51080,-411,316,167,-3,7,1
16.51083,-430,286,34,-3,7,1
17.52889,-395,299,-98,-3,6,2
17.52899,-398,316,-38,-3,6,2
17.52918,-398,316,-38,-3,6,2
17.52938,-400,321,-23,-3,6,2
17.52943,-400,321,-23,-3,6,2
17.52949,-402,320,-27,-3,6,2
17.52951,-402,320,-27,-3,6,2
17.52954,-402,320,-27,-3,6,2
17.58465,-399,321,-33,-3,6,2
17.58473,-399,321,-33,-3,6,2
17.58475,-399,322,-37,-3,6,2
17.58476,-399,322,-37,-3,6,2
17.58478,-399,322,-37,-3,6,2
17.58480,-404,320,-35,-3,6,2
17.58481,-404,320,-35,-3,6,2
17.58485,-404,320,-26,-3,6,2
17.58489,-408,318,-19,-4,0,-7
17.58497,-407,322,-30,-4,0,-7
17.58506,-407,322,-30,-4,0,-7
17.58508,-410,322,-28,-4,0,-7
17.58511,-410,322,-28,-4,0,-7
17.58513,-409,321,-23,-4,0,-7
17.58514,-409,321,-23,-4,0,-7
17.58516,-409,321,-23,-4,0,-7
17.63723,-408,319,-27,-3,-1,2
17.63728,-410,320,-27,-3,-1,2
17.63736,-410,320,-27,-3,-1,2
17.63737,-410,320,-28,-3,-1,2
17.63747,-410,320,-28,-3,-1,2
17.63749,-410,320,-28,-3,-1,2
17.63749,-407,319,-26,-3,-1,2
17.63750,-407,319,-26,-3,-1,2
17.63756,-403,319,-23,-3,-1,2
17.63757,-403,319,-23,-3,-1,2
17.63758,-403,319,-23,-3,-1,2
17.63759,-400,320,-20,-3,-1,2
17.63760,-400,320,-20,-3,-1,2
17.63761,-401,321,-20,-3,-1,2
17.63764,-401,321,-20,-3,-1,2
17.63764,-401,321,-20,7,-7,-3
17.69074,-400,319,-24,-3,-3,-4
17.69088,-403,317,-27,-3,-3,-4
17.69089,-403,317,-27,-3,-3,-4
17.69093,-402,318,-23,-3,-3,-4
17.69093,-402,318,-23,-3,-3,-4
17.69097,-402,318,-23,-3,-3,-4
17.69098,-400,321,-18,-3,-3,-4
17.69099,-400,321,-18,-3,-3,-4
17.69099,-404,320,-20,-3,-3,-4
17.69100,-404,320,-20,-3,-3,-4
17.69100,-404,320,-20,-3,-3,-4
17.69100,-404,317,-27,-3,-3,-4
17.69101,-404,317,-27,-3,-3,-4
17.69107,-396,320,-31,-3,-3,-4
17.69107,-396,320,-31,-3,-3,-4
17.74264,-397,320,-31,-1,1,4
17.74267,-400,320,-23,-1,1,4
17.74273,-400,320,-23,-1,1,4
17.74273,-400,320,-23,-1,1,4
17.74274,-401,321,-23,-1,1,4
17.74274,-401,321,-23,-1,1,4
17.74281,-407,318,-29,-3,1,2
17.74282,-403,319,-27,-3,1,2
17.74284,-403,319,-27,-3,1,2
17.74285,-401,320,-26,-3,1,2
17.74286,-401,320,-26,-3,1,2
17.74286,-400,318,-30,-3,1,2
17.74287,-400,318,-30,-3,1,2
17.74293,-400,318,-30,-3,1,2
17.74294,-400,317,-32,-3,1,2
17.74300,-400,317,-32,-3,1,2
17.79440,-410,317,-26,-2,8,1
17.79441,-406,321,-26,-2,8,1
17.79442,-406,321,-26,-2,8,1
17.79442,-407,321,-26,-2,8,1
17.79442,-407,321,-26,-2,8,1
17.79449,-407,321,-26,-2,8,1
17.79450,-406,319,-26,-2,8,1
17.79451,-406,319,-26,-2,8,1
17.79452,-401,322,-26,-2,8,1
17.79453,-401,322,-26,-2,8,1
17.79464,-401,322,-26,-2,8,1
17.79470,-400,323,-28,-2,8,1
17.79470,-400,323,-28,-2,8,1
17.79478,-403,321,-30,-2,8,1
17.79479,-403,321,-30,-2,8,1
17.79479,-403,319,-28,3,-3,-1
17.84705,-405,319,-25,-3,1,2
17.84707,-409,319,-27,-3,1,2
17.84708,-409,319,-27,-3,1,2
17.84716,-403,320,-26,-3,1,2
17.84717,-403,320,-26,-3,1,2
17.84719,-403,320,-26,-3,1,2
17.84734,-397,322,-23,-3,1,2
17.84744,-397,322,-23,-3,1,2
17.84746,-401,321,-23,-3,1,2
17.84754,-401,321,-23,-3,1,2
17.84757,-401,321,-23,-3,1,2
17.84757,-404,321,-26,-3,1,2
17.84758,-404,321,-26,-3,1,2
17.84759,-400,322,-30,-3,1,2
17.84763,-400,322,-30,-3,1,2
17.90110,-400,322,-33,4,-7,0
17.90112,-404,321,-30,4,-7,0
17.90112,-404,321,-30,4,-7,0
17.90118,-403,322,-24,4,-7,0
17.90119,-403,322,-24,4,-7,0
17.90120,-404,322,-21,4,-7,0
17.90123,-404,322,-21,-2,2,-5
17.90128,-402,320,-21,-2,2,-5
17.90128,-402,320,-21,-2,2,-5
17.90129,-401,318,-23,-2,2,-5
17.90129,-401,318,-23,-2,2,-5
17.90136,-401,318,-23,-2,2,-5
17.90136,-399,319,-26,-2,2,-5
17.90143,-399,319,-26,-2,2,-5
17.90144,-401,319,-28,-2,2,-5
17.90145,-401,319,-28,-2,2,-5
17.95197,-404,321,-28,1,1,0
17.95201,-404,322,-27,1,1,0
17.95209,-404,322,-27,1,1,0
17.95215,-405,320,-28,1,1,0
17.95220,-405,320,-28,1,1,0
17.95224,-405,320,-28,1,1,0
17.95226,-405,319,-27,1,1,0
17.95231,-405,319,-27,1,1,0
17.95234,-402,321,-25,1,1,0
17.95236,-402,321,-25,1,1,0
17.95239,-402,321,-25,1,1,0
17.95240,-401,322,-26,1,1,0
17.95241,-401,322,-26,1,1,0
17.95244,-404,320,-28,1,1,0
17.95246,-404,320,-28,1,1,0
17.95248,-402,320,-30,2,2,2
18.00735,-400,320,-29,3,-2,2
18.00741,-403,322,-27,3,-2,2
18.00761,-403,322,-27,3,-2,2
18.00768,-402,320,-30,3,-2,2
18.00780,-402,320,-30,3,-2,2
18.00784,-402,320,-29,3,-2,2
18.00789,-402,320,-29,3,-2,2
18.00802,-402,320,-29,3,-2,2
18.00807,-402,322,-25,3,-2,2
18.00846,-402,322,-25,3,-2,2
18.00853,-402,321,-26,3,-2,2
18.00856,-402,321,-26,3,-2,2
18.00871,-402,321,-26,3,-2,2
18.00880,-403,319,-28,3,-2,2
18.00891,-403,319,-28,3,-2,2
18.06168,-402,318,-28,2,-6,0
18.06179,-397,324,-20,-3,14,2
18.06188,-401,322,-21,-3,14,2
18.06191,-401,322,-21,-3,14,2
18.06193,-401,323,-21,-3,14,2
18.06196,-401,323,-21,-3,14,2
18.06206,-401,323,-21,-3,14,2
18.06207,-400,322,-25,-3,14,2
18.06209,-400,322,-25,-3,14,2
18.06213,-401,319,-30,-3,14,2
18.06219,-401,319,-30,-3,14,2
18.06224,-401,319,-30,-3,14,2
18.06227,-402,319,-33,-3,14,2
18.06228,-402,319,-33,-3,14,2
18.06229,-401,320,-31,-3,14,2
18.06232,-401,320,-31,-3,14,2
18.11714,-402,321,-28,-2,-1,1
18.11722,-405,319,-27,-2,-1,1
18.11733,-405,319,-27,-2,-1,1
18.11735,-403,320,-25,-2,-1,1
18.11737,-403,320,-25,-2,-1,1
18.11744,-403,320,-25,-2,-1,1
18.11746,-409,320,-23,-2,-1,1
18.11755,-409,320,-23,-2,-1,1
18.11757,-409,318,-25,-2,-1,1
18.11758,-409,318,-25,-2,-1,1
18.11759,-409,318,-25,-2,-1,1
18.11761,-400,319,-27,-2,-1,1
18.11768,-400,319,-27,-2,-1,1
18.11772,-399,320,-27,-2,-1,1
18.11774,-399,320,-27,-2,-1,1
18.11775,-399,320,-27,-2,-1,1
18.16870,-408,320,-28,-1,0,7
18.16902,-402,321,-26,-1,0,7
18.16922,-402,321,-26,-1,0,7
18.16956,-397,322,-28,-1,0,7
18.16966,-397,322,-28,-1,0,7
18.16980,-397,322,-28,-1,0,7
18.16986,-400,321,-33,-1,0,7
18.16998,-400,321,-33,-1,0,7
18.17006,-403,320,-33,-1,0,7
18.17013,-403,320,-33,-1,0,7
18.17028,-401,321,-29,-1,0,7
18.17035,-401,321,-29,-1,0,7
18.17037,-401,321,-29,-1,0,7
18.17049,-397,320,-28,-1,0,7
18.17054,-397,320,-28,-1,0,7
18.22479,-398,318,-26,-2,1,-1
18.22493,-404,320,-27,-7,8,7
18.22501,-396,323,-31,-7,8,7
18.22504,-396,323,-31,-7,8,7
18.22515,-395,324,-29,-7,8,7
18.22523,-395,324,-29,-7,8,7
18.22528,-395,324,-29,-7,8,7
18.22531,-402,319,-28,-7,8,7
18.22533,-402,319,-28,-7,8,7
18.22549,-402,319,-26,-7,8,7
18.22554,-402,319,-26,-7,8,7
18.22557,-402,319,-26,-7,8,7
18.22560,-399,322,-25,-7,8,7
18.22574,-399,322,-25,-7,8,7
18.22587,-402,320,-29,-7,8,7
18.22588,-402,320,-29,-7,8,7
18.27715,-403,318,-25,-2,1,0
18.27723,-403,318,-25,-2,1,0
18.27736,-403,319,-26,3,0,4
18.27743,-401,318,-28,3,0,4
18.27754,-401,318,-28,3,0,4
18.27757,-400,318,-28,3,0,4
18.27772,-400,318,-28,3,0,4
18.27776,-400,318,-28,3,0,4
18.27778,-404,319,-30,3,0,4
18.27780,-404,319,-30,3,0,4
18.27793,-406,320,-30,3,0,4
18.27804,-406,320,-30,3,0,4
18.27815,-406,320,-30,3,0,4
18.27821,-402,321,-27,3,0,4
18.27834,-402,321,-27,3,0,4
18.27836,-404,320,-24,3,0,4
18.33108,-407,318,-25,-7,0,-1
18.33113,-410,319,-24,-7,0,-1
18.33130,-410,319,-24,-7,0,-1
18.33138,-407,320,-25,-7,0,-1
18.33149,-407,320,-25,-7,0,-1
18.33153,-407,320,-25,-7,0,-1
18.33155,-399,322,-28,-7,0,-1
18.33157,-399,322,-28,-7,0,-1
18.33158,-399,322,-30,-7,0,-1
18.33160,-399,322,-30,-7,0,-1
18.33172,-399,322,-30,-7,0,-1
18.33174,-403,319,-30,-7,0,-1
18.33183,-403,319,-30,0,-1,0
18.33189,-401,319,-32,0,-1,0
18.33191,-401,319,-32,0,-1,0
18.33192,-401,318,-27,0,-1,0
18.38252,-406,320,-26,4,0,-1
18.38259,-403,319,-30,4,0,-1
18.38262,-403,319,-30,4,0,-1
18.38265,-401,319,-31,4,0,-1
18.38276,-401,319,-31,4,0,-1
18.38279,-401,319,-31,4,0,-1
18.38282,-400,320,-29,4,0,-1
18.38284,-400,320,-29,4,0,-1
18.38287,-400,319,-27,4,0,-1
18.38288,-400,319,-27,4,0,-1
18.38299,-400,319,-27,4,0,-1
18.38301,-401,318,-27,3,-2,0
18.38303,-402,319,-25,3,-2,0
18.38306,-402,319,-25,3,-2,0
18.38312,-409,318,-27,3,-2,0
18.38317,-409,318,-27,3,-2,0
18.43336,-401,322,-27,-7,4,0
18.43342,-398,322,-27,-7,4,0
18.43344,-398,322,-27,-7,4,0
18.43345,-403,319,-27,-7,4,0
18.43347,-403,319,-27,-7,4,0
18.43348,-403,319,-27,-7,4,0
18.43353,-404,318,-28,-7,4,0
18.43354,-404,318,-28,-7,4,0
18.43355,-401,319,-30,-7,4,0
18.43356,-401,319,-30,-7,4,0
18.48557,-404,318,-30,3,-6,-1
18.48562,-404,319,-28,3,-6,-1
18.48573,-404,319,-28,3,-6,-1
18.48577,-406,319,-25,3,-6,-1
18.48580,-406,319,-25,3,-6,-1
18.48584,-406,319,-25,3,-6,-1
18.48590,-402,322,-22,3,-6,-1
18.48592,-402,322,-22,3,-6,-1
18.48593,-398,322,-22,3,-6,-1
18.48597,-398,322,-22,3,-6,-1
18.48604,-400,320,-27,7,-4,-4
18.48607,-402,320,-31,7,-4,-4
18.48608,-402,320,-31,7,-4,-4
18.48615,-402,320,-31,7,-4,-4
18.48618,-402,320,-31,7,-4,-4
18.48621,-402,320,-31,7,-4,-4
18.53747,-407,321,-26,66,-22,18
18.53754,-388,338,-37,66,-22,18
